description,title,notified_document,hs4,year,month,notif_count,exposure_w
"TITLE: Renewable Fuel Standard Program: Canola Oil Pathways to Renewable Diesel, Jet Fuel, Naphtha, Liquefied Petroleum Gas, and Heating OilAGENCY: Environmental Protection Agency (EPA)ACTION: Final ruleSUMMARY: In this action, EPA determines that renewable diesel, jet fuel, heating oil, naphtha, and liquefied petroleum gas (LPG) produced from canola/rapeseed oil via a hydrotreating process all meet the lifecycle greenhouse gas (GHG) emissions reduction threshold of 50 percent required for advanced biofuels and biomass-based diesel (BBD) under the Renewable Fuel Standard (RFS) program. Based on the analyses described in the earlier notice of proposed rulemaking associated with this action, EPA is adding these pathways to the list of approved pathways in the RFS regulations, making them eligible to generate Renewable Identification Numbers (RINs), provided they satisfy the other definitional and RIN generation criteria for renewable fuel specified in the RFS regulations. EPA is also amending the RFS regulations by adding a new definition of ""canola/rapeseed oil.''DATES: This rule is effective on 3 January 2023.This final rule and the proposed rule notified as G/TBT/N/USA/1852 are identified by Docket Number EPA-HQ-OAR-2021-0845. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/EPA-HQ-OAR-2021-0845/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.","Renewable Fuel Standard Program: Canola Oil Pathways to Renewable Diesel, Jet Fuel, Naphtha, Liquefied Petroleum Gas and Heating Oil_x000D_",https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_8292_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-12-02/html/2022-26250.htm https://www.govinfo.gov/content/pkg/FR-2022-12-02/pdf/2022-26250.pdf,2711,2022,12,1,0.1955700454976606
"TITLE: Renewable Fuel Standard Program: Canola Oil Pathways to Renewable Diesel, Jet Fuel, Naphtha, Liquefied Petroleum Gas, and Heating OilAGENCY: Environmental Protection Agency (EPA)ACTION: Final ruleSUMMARY: In this action, EPA determines that renewable diesel, jet fuel, heating oil, naphtha, and liquefied petroleum gas (LPG) produced from canola/rapeseed oil via a hydrotreating process all meet the lifecycle greenhouse gas (GHG) emissions reduction threshold of 50 percent required for advanced biofuels and biomass-based diesel (BBD) under the Renewable Fuel Standard (RFS) program. Based on the analyses described in the earlier notice of proposed rulemaking associated with this action, EPA is adding these pathways to the list of approved pathways in the RFS regulations, making them eligible to generate Renewable Identification Numbers (RINs), provided they satisfy the other definitional and RIN generation criteria for renewable fuel specified in the RFS regulations. EPA is also amending the RFS regulations by adding a new definition of ""canola/rapeseed oil.''DATES: This rule is effective on 3 January 2023.This final rule and the proposed rule notified as G/TBT/N/USA/1852 are identified by Docket Number EPA-HQ-OAR-2021-0845. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/EPA-HQ-OAR-2021-0845/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.","Renewable Fuel Standard Program: Canola Oil Pathways to Renewable Diesel, Jet Fuel, Naphtha, Liquefied Petroleum Gas and Heating Oil_x000D_",https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_8292_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-12-02/html/2022-26250.htm https://www.govinfo.gov/content/pkg/FR-2022-12-02/pdf/2022-26250.pdf,2713,2022,12,1,0.24386509294626013
"TITLE: Renewable Fuel Standard Program: Canola Oil Pathways to Renewable Diesel, Jet Fuel, Naphtha, Liquefied Petroleum Gas, and Heating OilAGENCY: Environmental Protection Agency (EPA)ACTION: Final ruleSUMMARY: In this action, EPA determines that renewable diesel, jet fuel, heating oil, naphtha, and liquefied petroleum gas (LPG) produced from canola/rapeseed oil via a hydrotreating process all meet the lifecycle greenhouse gas (GHG) emissions reduction threshold of 50 percent required for advanced biofuels and biomass-based diesel (BBD) under the Renewable Fuel Standard (RFS) program. Based on the analyses described in the earlier notice of proposed rulemaking associated with this action, EPA is adding these pathways to the list of approved pathways in the RFS regulations, making them eligible to generate Renewable Identification Numbers (RINs), provided they satisfy the other definitional and RIN generation criteria for renewable fuel specified in the RFS regulations. EPA is also amending the RFS regulations by adding a new definition of ""canola/rapeseed oil.''DATES: This rule is effective on 3 January 2023.This final rule and the proposed rule notified as G/TBT/N/USA/1852 are identified by Docket Number EPA-HQ-OAR-2021-0845. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/EPA-HQ-OAR-2021-0845/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.","Renewable Fuel Standard Program: Canola Oil Pathways to Renewable Diesel, Jet Fuel, Naphtha, Liquefied Petroleum Gas and Heating Oil_x000D_",https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_8292_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-12-02/html/2022-26250.htm https://www.govinfo.gov/content/pkg/FR-2022-12-02/pdf/2022-26250.pdf,3606,2022,12,1,0.2011906943490737
"TITLE: Renewable Fuel Standard Program: Canola Oil Pathways to Renewable Diesel, Jet Fuel, Naphtha, Liquefied Petroleum Gas, and Heating OilAGENCY: Environmental Protection Agency (EPA)ACTION: Final ruleSUMMARY: In this action, EPA determines that renewable diesel, jet fuel, heating oil, naphtha, and liquefied petroleum gas (LPG) produced from canola/rapeseed oil via a hydrotreating process all meet the lifecycle greenhouse gas (GHG) emissions reduction threshold of 50 percent required for advanced biofuels and biomass-based diesel (BBD) under the Renewable Fuel Standard (RFS) program. Based on the analyses described in the earlier notice of proposed rulemaking associated with this action, EPA is adding these pathways to the list of approved pathways in the RFS regulations, making them eligible to generate Renewable Identification Numbers (RINs), provided they satisfy the other definitional and RIN generation criteria for renewable fuel specified in the RFS regulations. EPA is also amending the RFS regulations by adding a new definition of ""canola/rapeseed oil.''DATES: This rule is effective on 3 January 2023.This final rule and the proposed rule notified as G/TBT/N/USA/1852 are identified by Docket Number EPA-HQ-OAR-2021-0845. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/EPA-HQ-OAR-2021-0845/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.","Renewable Fuel Standard Program: Canola Oil Pathways to Renewable Diesel, Jet Fuel, Naphtha, Liquefied Petroleum Gas and Heating Oil_x000D_",https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_8292_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-12-02/html/2022-26250.htm https://www.govinfo.gov/content/pkg/FR-2022-12-02/pdf/2022-26250.pdf,3811,2022,12,1,0.23121959381285206
"TITLE: Renewable Fuel Standard Program: Canola Oil Pathways to Renewable Diesel, Jet Fuel, Naphtha, Liquefied Petroleum Gas, and Heating OilAGENCY: Environmental Protection Agency (EPA)ACTION: Final ruleSUMMARY: In this action, EPA determines that renewable diesel, jet fuel, heating oil, naphtha, and liquefied petroleum gas (LPG) produced from canola/rapeseed oil via a hydrotreating process all meet the lifecycle greenhouse gas (GHG) emissions reduction threshold of 50 percent required for advanced biofuels and biomass-based diesel (BBD) under the Renewable Fuel Standard (RFS) program. Based on the analyses described in the earlier notice of proposed rulemaking associated with this action, EPA is adding these pathways to the list of approved pathways in the RFS regulations, making them eligible to generate Renewable Identification Numbers (RINs), provided they satisfy the other definitional and RIN generation criteria for renewable fuel specified in the RFS regulations. EPA is also amending the RFS regulations by adding a new definition of ""canola/rapeseed oil.''DATES: This rule is effective on 3 January 2023.This final rule and the proposed rule notified as G/TBT/N/USA/1852 are identified by Docket Number EPA-HQ-OAR-2021-0845. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/EPA-HQ-OAR-2021-0845/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.","Renewable Fuel Standard Program: Canola Oil Pathways to Renewable Diesel, Jet Fuel, Naphtha, Liquefied Petroleum Gas and Heating Oil_x000D_",https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_8292_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-12-02/html/2022-26250.htm https://www.govinfo.gov/content/pkg/FR-2022-12-02/pdf/2022-26250.pdf,8416,2022,12,1,0.1762331807945466
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Availability of Presentation Slides from hearing held on 18 January 2023. SUMMARY: Presentation slides used for the 18 January 2023, Public Hearing regarding the Repeal of Portable Luminaires Rulemaking. Public Hearing was recorded by court reporter and Zoom and the statements made at the hearing are part of the public record.To access the slides, visit https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02, and select TN 248427 docketed date 17 January 2023, “Presentation - Public Hearing for Repeal of Portable Luminaires – 18 January 2023”",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/23_0491_00_e.pdf,5908,2023,1,1,0.2592912052936948
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Availability of Presentation Slides from hearing held on 18 January 2023. SUMMARY: Presentation slides used for the 18 January 2023, Public Hearing regarding the Repeal of Portable Luminaires Rulemaking. Public Hearing was recorded by court reporter and Zoom and the statements made at the hearing are part of the public record.To access the slides, visit https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02, and select TN 248427 docketed date 17 January 2023, “Presentation - Public Hearing for Repeal of Portable Luminaires – 18 January 2023”",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/23_0491_00_e.pdf,7018,2023,1,1,0.14980368189225898
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Availability of Presentation Slides from hearing held on 18 January 2023. SUMMARY: Presentation slides used for the 18 January 2023, Public Hearing regarding the Repeal of Portable Luminaires Rulemaking. Public Hearing was recorded by court reporter and Zoom and the statements made at the hearing are part of the public record.To access the slides, visit https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02, and select TN 248427 docketed date 17 January 2023, “Presentation - Public Hearing for Repeal of Portable Luminaires – 18 January 2023”",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/23_0491_00_e.pdf,8205,2023,1,1,0.15663742595598532
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Availability of Presentation Slides from hearing held on 18 January 2023. SUMMARY: Presentation slides used for the 18 January 2023, Public Hearing regarding the Repeal of Portable Luminaires Rulemaking. Public Hearing was recorded by court reporter and Zoom and the statements made at the hearing are part of the public record.To access the slides, visit https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02, and select TN 248427 docketed date 17 January 2023, “Presentation - Public Hearing for Repeal of Portable Luminaires – 18 January 2023”",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/23_0491_00_e.pdf,8475,2023,1,1,0.15234724744780914
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Availability of Presentation Slides from hearing held on 18 January 2023. SUMMARY: Presentation slides used for the 18 January 2023, Public Hearing regarding the Repeal of Portable Luminaires Rulemaking. Public Hearing was recorded by court reporter and Zoom and the statements made at the hearing are part of the public record.To access the slides, visit https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02, and select TN 248427 docketed date 17 January 2023, “Presentation - Public Hearing for Repeal of Portable Luminaires – 18 January 2023”",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/23_0491_00_e.pdf,8504,2023,1,1,0.19317045134886088
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Availability of Presentation Slides from hearing held on 18 January 2023. SUMMARY: Presentation slides used for the 18 January 2023, Public Hearing regarding the Repeal of Portable Luminaires Rulemaking. Public Hearing was recorded by court reporter and Zoom and the statements made at the hearing are part of the public record.To access the slides, visit https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02, and select TN 248427 docketed date 17 January 2023, “Presentation - Public Hearing for Repeal of Portable Luminaires – 18 January 2023”",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/23_0491_00_e.pdf,8513,2023,1,1,0.17106255311627327
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Availability of Presentation Slides from hearing held on 18 January 2023. SUMMARY: Presentation slides used for the 18 January 2023, Public Hearing regarding the Repeal of Portable Luminaires Rulemaking. Public Hearing was recorded by court reporter and Zoom and the statements made at the hearing are part of the public record.To access the slides, visit https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02, and select TN 248427 docketed date 17 January 2023, “Presentation - Public Hearing for Repeal of Portable Luminaires – 18 January 2023”",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/23_0491_00_e.pdf,8536,2023,1,1,0.17024992807792155
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Availability of Presentation Slides from hearing held on 18 January 2023. SUMMARY: Presentation slides used for the 18 January 2023, Public Hearing regarding the Repeal of Portable Luminaires Rulemaking. Public Hearing was recorded by court reporter and Zoom and the statements made at the hearing are part of the public record.To access the slides, visit https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02, and select TN 248427 docketed date 17 January 2023, “Presentation - Public Hearing for Repeal of Portable Luminaires – 18 January 2023”",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/23_0491_00_e.pdf,8539,2023,1,1,0.2757894539487403
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Availability of Presentation Slides from hearing held on 18 January 2023. SUMMARY: Presentation slides used for the 18 January 2023, Public Hearing regarding the Repeal of Portable Luminaires Rulemaking. Public Hearing was recorded by court reporter and Zoom and the statements made at the hearing are part of the public record.To access the slides, visit https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02, and select TN 248427 docketed date 17 January 2023, “Presentation - Public Hearing for Repeal of Portable Luminaires – 18 January 2023”",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/23_0491_00_e.pdf,8545,2023,1,1,0.15333031113960777
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Availability of Presentation Slides from hearing held on 18 January 2023. SUMMARY: Presentation slides used for the 18 January 2023, Public Hearing regarding the Repeal of Portable Luminaires Rulemaking. Public Hearing was recorded by court reporter and Zoom and the statements made at the hearing are part of the public record.To access the slides, visit https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02, and select TN 248427 docketed date 17 January 2023, “Presentation - Public Hearing for Repeal of Portable Luminaires – 18 January 2023”",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/23_0491_00_e.pdf,9006,2023,1,1,0.14164124620334456
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Availability of Presentation Slides from hearing held on 18 January 2023. SUMMARY: Presentation slides used for the 18 January 2023, Public Hearing regarding the Repeal of Portable Luminaires Rulemaking. Public Hearing was recorded by court reporter and Zoom and the statements made at the hearing are part of the public record.To access the slides, visit https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02, and select TN 248427 docketed date 17 January 2023, “Presentation - Public Hearing for Repeal of Portable Luminaires – 18 January 2023”",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/23_0491_00_e.pdf,9405,2023,1,1,0.17667649557550338
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Rule Adoption and Final Statement of ReasonsSUMMARY: Notice of Approval of Regulatory Action from the Office of Administrative Law, Final Form 400, and Final Regulatory Text.Effective 25 April 2023The CEC is repealing the following documents that were incorporated by reference into the California Code of Regulations (CCR)• IES LM-79-08 Approved Method: Electrical and Photometric Measurements of Solid-State Lighting Products• ANSI/NFPA 70 (2002) National Electrical Code• UL 588 Standard for Seasonal and Holiday Decorative Products• California Joint Appendix Testing of Light Emitting Diode Light Sources JA8 – 2008• UL 153 Portable LuminairesThe documents were made available upon request directly from the CEC throughout the course of the rulemaking action.All laws, regulations, or executive orders that direct a public proceeding by the CEC are explained in the main page of that proceeding; refer to the proceedings/docket listDocket Log for 22-AAER-02 - Repeal of Portable Luminaires:_x000D_ https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02CCR Title 20, Public Utilities and Energy, Division 2, State Energy Resources Conservation and Development Commission, Chapter 4, Energy Conservation, Article 4, Appliance Efficiency Regulations",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_00_e.pdf https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_01_e.pdf https://efiling.energy.ca.gov/GetDocument.aspx?tn=249886&DocumentContentId=84578 https://efiling.energy.ca.gov/GetDocument.aspx?tn=249870&DocumentContentId=84554,5908,2023,5,1,0.2592912052936948
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Rule Adoption and Final Statement of ReasonsSUMMARY: Notice of Approval of Regulatory Action from the Office of Administrative Law, Final Form 400, and Final Regulatory Text.Effective 25 April 2023The CEC is repealing the following documents that were incorporated by reference into the California Code of Regulations (CCR)• IES LM-79-08 Approved Method: Electrical and Photometric Measurements of Solid-State Lighting Products• ANSI/NFPA 70 (2002) National Electrical Code• UL 588 Standard for Seasonal and Holiday Decorative Products• California Joint Appendix Testing of Light Emitting Diode Light Sources JA8 – 2008• UL 153 Portable LuminairesThe documents were made available upon request directly from the CEC throughout the course of the rulemaking action.All laws, regulations, or executive orders that direct a public proceeding by the CEC are explained in the main page of that proceeding; refer to the proceedings/docket listDocket Log for 22-AAER-02 - Repeal of Portable Luminaires:_x000D_ https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02CCR Title 20, Public Utilities and Energy, Division 2, State Energy Resources Conservation and Development Commission, Chapter 4, Energy Conservation, Article 4, Appliance Efficiency Regulations",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_00_e.pdf https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_01_e.pdf https://efiling.energy.ca.gov/GetDocument.aspx?tn=249886&DocumentContentId=84578 https://efiling.energy.ca.gov/GetDocument.aspx?tn=249870&DocumentContentId=84554,7018,2023,5,1,0.14980368189225898
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Rule Adoption and Final Statement of ReasonsSUMMARY: Notice of Approval of Regulatory Action from the Office of Administrative Law, Final Form 400, and Final Regulatory Text.Effective 25 April 2023The CEC is repealing the following documents that were incorporated by reference into the California Code of Regulations (CCR)• IES LM-79-08 Approved Method: Electrical and Photometric Measurements of Solid-State Lighting Products• ANSI/NFPA 70 (2002) National Electrical Code• UL 588 Standard for Seasonal and Holiday Decorative Products• California Joint Appendix Testing of Light Emitting Diode Light Sources JA8 – 2008• UL 153 Portable LuminairesThe documents were made available upon request directly from the CEC throughout the course of the rulemaking action.All laws, regulations, or executive orders that direct a public proceeding by the CEC are explained in the main page of that proceeding; refer to the proceedings/docket listDocket Log for 22-AAER-02 - Repeal of Portable Luminaires:_x000D_ https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02CCR Title 20, Public Utilities and Energy, Division 2, State Energy Resources Conservation and Development Commission, Chapter 4, Energy Conservation, Article 4, Appliance Efficiency Regulations",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_00_e.pdf https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_01_e.pdf https://efiling.energy.ca.gov/GetDocument.aspx?tn=249886&DocumentContentId=84578 https://efiling.energy.ca.gov/GetDocument.aspx?tn=249870&DocumentContentId=84554,8205,2023,5,1,0.15663742595598532
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Rule Adoption and Final Statement of ReasonsSUMMARY: Notice of Approval of Regulatory Action from the Office of Administrative Law, Final Form 400, and Final Regulatory Text.Effective 25 April 2023The CEC is repealing the following documents that were incorporated by reference into the California Code of Regulations (CCR)• IES LM-79-08 Approved Method: Electrical and Photometric Measurements of Solid-State Lighting Products• ANSI/NFPA 70 (2002) National Electrical Code• UL 588 Standard for Seasonal and Holiday Decorative Products• California Joint Appendix Testing of Light Emitting Diode Light Sources JA8 – 2008• UL 153 Portable LuminairesThe documents were made available upon request directly from the CEC throughout the course of the rulemaking action.All laws, regulations, or executive orders that direct a public proceeding by the CEC are explained in the main page of that proceeding; refer to the proceedings/docket listDocket Log for 22-AAER-02 - Repeal of Portable Luminaires:_x000D_ https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02CCR Title 20, Public Utilities and Energy, Division 2, State Energy Resources Conservation and Development Commission, Chapter 4, Energy Conservation, Article 4, Appliance Efficiency Regulations",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_00_e.pdf https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_01_e.pdf https://efiling.energy.ca.gov/GetDocument.aspx?tn=249886&DocumentContentId=84578 https://efiling.energy.ca.gov/GetDocument.aspx?tn=249870&DocumentContentId=84554,8475,2023,5,1,0.15234724744780914
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Rule Adoption and Final Statement of ReasonsSUMMARY: Notice of Approval of Regulatory Action from the Office of Administrative Law, Final Form 400, and Final Regulatory Text.Effective 25 April 2023The CEC is repealing the following documents that were incorporated by reference into the California Code of Regulations (CCR)• IES LM-79-08 Approved Method: Electrical and Photometric Measurements of Solid-State Lighting Products• ANSI/NFPA 70 (2002) National Electrical Code• UL 588 Standard for Seasonal and Holiday Decorative Products• California Joint Appendix Testing of Light Emitting Diode Light Sources JA8 – 2008• UL 153 Portable LuminairesThe documents were made available upon request directly from the CEC throughout the course of the rulemaking action.All laws, regulations, or executive orders that direct a public proceeding by the CEC are explained in the main page of that proceeding; refer to the proceedings/docket listDocket Log for 22-AAER-02 - Repeal of Portable Luminaires:_x000D_ https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02CCR Title 20, Public Utilities and Energy, Division 2, State Energy Resources Conservation and Development Commission, Chapter 4, Energy Conservation, Article 4, Appliance Efficiency Regulations",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_00_e.pdf https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_01_e.pdf https://efiling.energy.ca.gov/GetDocument.aspx?tn=249886&DocumentContentId=84578 https://efiling.energy.ca.gov/GetDocument.aspx?tn=249870&DocumentContentId=84554,8504,2023,5,1,0.19317045134886088
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Rule Adoption and Final Statement of ReasonsSUMMARY: Notice of Approval of Regulatory Action from the Office of Administrative Law, Final Form 400, and Final Regulatory Text.Effective 25 April 2023The CEC is repealing the following documents that were incorporated by reference into the California Code of Regulations (CCR)• IES LM-79-08 Approved Method: Electrical and Photometric Measurements of Solid-State Lighting Products• ANSI/NFPA 70 (2002) National Electrical Code• UL 588 Standard for Seasonal and Holiday Decorative Products• California Joint Appendix Testing of Light Emitting Diode Light Sources JA8 – 2008• UL 153 Portable LuminairesThe documents were made available upon request directly from the CEC throughout the course of the rulemaking action.All laws, regulations, or executive orders that direct a public proceeding by the CEC are explained in the main page of that proceeding; refer to the proceedings/docket listDocket Log for 22-AAER-02 - Repeal of Portable Luminaires:_x000D_ https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02CCR Title 20, Public Utilities and Energy, Division 2, State Energy Resources Conservation and Development Commission, Chapter 4, Energy Conservation, Article 4, Appliance Efficiency Regulations",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_00_e.pdf https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_01_e.pdf https://efiling.energy.ca.gov/GetDocument.aspx?tn=249886&DocumentContentId=84578 https://efiling.energy.ca.gov/GetDocument.aspx?tn=249870&DocumentContentId=84554,8513,2023,5,1,0.17106255311627327
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Rule Adoption and Final Statement of ReasonsSUMMARY: Notice of Approval of Regulatory Action from the Office of Administrative Law, Final Form 400, and Final Regulatory Text.Effective 25 April 2023The CEC is repealing the following documents that were incorporated by reference into the California Code of Regulations (CCR)• IES LM-79-08 Approved Method: Electrical and Photometric Measurements of Solid-State Lighting Products• ANSI/NFPA 70 (2002) National Electrical Code• UL 588 Standard for Seasonal and Holiday Decorative Products• California Joint Appendix Testing of Light Emitting Diode Light Sources JA8 – 2008• UL 153 Portable LuminairesThe documents were made available upon request directly from the CEC throughout the course of the rulemaking action.All laws, regulations, or executive orders that direct a public proceeding by the CEC are explained in the main page of that proceeding; refer to the proceedings/docket listDocket Log for 22-AAER-02 - Repeal of Portable Luminaires:_x000D_ https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02CCR Title 20, Public Utilities and Energy, Division 2, State Energy Resources Conservation and Development Commission, Chapter 4, Energy Conservation, Article 4, Appliance Efficiency Regulations",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_00_e.pdf https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_01_e.pdf https://efiling.energy.ca.gov/GetDocument.aspx?tn=249886&DocumentContentId=84578 https://efiling.energy.ca.gov/GetDocument.aspx?tn=249870&DocumentContentId=84554,8536,2023,5,1,0.17024992807792155
"TITLE: Repeal of Portable Luminaires RulemakingAGENCY: California Energy Commission (CEC), State of CaliforniaACTION: Rule Adoption and Final Statement of ReasonsSUMMARY: Notice of Approval of Regulatory Action from the Office of Administrative Law, Final Form 400, and Final Regulatory Text.Effective 25 April 2023The CEC is repealing the following documents that were incorporated by reference into the California Code of Regulations (CCR)• IES LM-79-08 Approved Method: Electrical and Photometric Measurements of Solid-State Lighting Products• ANSI/NFPA 70 (2002) National Electrical Code• UL 588 Standard for Seasonal and Holiday Decorative Products• California Joint Appendix Testing of Light Emitting Diode Light Sources JA8 – 2008• UL 153 Portable LuminairesThe documents were made available upon request directly from the CEC throughout the course of the rulemaking action.All laws, regulations, or executive orders that direct a public proceeding by the CEC are explained in the main page of that proceeding; refer to the proceedings/docket listDocket Log for 22-AAER-02 - Repeal of Portable Luminaires:_x000D_ https://efiling.energy.ca.gov/Lists/DocketLog.aspx?docketnumber=22-AAER-02CCR Title 20, Public Utilities and Energy, Division 2, State Energy Resources Conservation and Development Commission, Chapter 4, Energy Conservation, Article 4, Appliance Efficiency Regulations",Repeal of Portable Luminaires Rulemaking,https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_00_e.pdf https://members.wto.org/crnattachments/2023/TBT/USA/final_measure/23_09598_01_e.pdf https://efiling.energy.ca.gov/GetDocument.aspx?tn=249886&DocumentContentId=84578 https://efiling.energy.ca.gov/GetDocument.aspx?tn=249870&DocumentContentId=84554,8539,2023,5,1,0.2757894539487403
