notified_document,text,distribution_date,Y_notif
https://members.wto.org/crnattachments/2022/TBT/USA/22_4963_00_e.pdf,"Proposed rule - Revises provisions relating to low and zero emissions vehicles. Starting with model year 2025, vehicle manufacturers are required to comply with California's low and zero emission vehicle standards.",2022-07-27 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/22_4962_00_e.pdf,"Notice of proposed rulemaking - On 16 May 2022, the President signed into law the Safe Sleep for Babies Act of 2021 (SSBA), requiring that ""inclined sleepers for infants, regardless of the date of manufacture, shall be considered a banned hazardous product"" under the Consumer Product Safety Act (CPSA). Pursuant to this authority, the U.S. Consumer Product Safety Commission (CPSC, or Commission) is proposing to codify the ban on inclined sleepers for infants.",2022-07-27 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/22_4961_00_e.pdf,"Notice of proposed rulemaking - On 16 May 2022, the President signed into law the Safe Sleep for Babies Act of 2021, requiring that crib bumpers, ""regardless of the date of manufacture, shall be considered a banned hazardous product'' under the Consumer Product Safety Act (CPSA). Pursuant to this authority, CPSC is proposing to codify the ban on crib bumpers pursuant to the Safe Sleep for Babies Act, and under a separate document, published elsewhere in this issue of the Federal Register, terminate the rulemaking on crib bumpers/liners under the Consumer Product Safety Improvement Act of 2008 (CPSIA).",2022-07-27 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/22_4959_00_e.pdf,"TITLE: Safety Standard for Crib Bumpers/Liners; WithdrawalAGENCY: Consumer Product Safety CommissionACTION: Termination of rulemakingSUMMARY: On 16 May 2022, the President signed into law the Safe Sleep for Babies Act of 2021 (SSBA), requiring that crib bumpers, ""regardless of the date of manufacture, shall be considered a banned hazardous product"" under the Consumer Product Safety Act (CPSA). In light of that new statutory direction, CPSC is terminating its pending rulemaking proceeding on crib bumpers/liners, and in a separate notice of proposed rulemaking, proposing to codify the requirements for crib bumpers pursuant to the SSBA. The Commission is also terminating the related proposed rule amendment to include the safety standard for crib bumpers/liners in the list of notice of requirements, as well as the related proposed amendment to identify ""crib bumpers/liners"" as a durable infant or toddler product subject to CPSC's consumer registration requirements.DATES: The notice of proposed rulemaking published at 85 FR 18878, 3 April 2020, is withdrawn as of 26 July 2022.This termination of rulemaking and the notice of proposed rulemaking notified as G/TBT/N/USA/1596 are identified by Docket Number CPSC-2020-0010. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/CPSC-2020-0010/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-07-27 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_4960_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-07-26/html/2022-15358.htm https://www.govinfo.gov/content/pkg/FR-2022-07-26/pdf/2022-15358.pdf,"TITLE: Hazardous Materials: Harmonization With International StandardsAGENCY: Pipeline and Hazardous Materials Safety Administration (PHMSA), Department of Transportation (DOT)ACTION: Final ruleSUMMARY: PHMSA is amending the Hazardous Materials Regulations (HMR) to maintain alignment with international regulations and standards by adopting various amendments, including changes to proper shipping names, hazard classes, packing groups, special provisions, packaging authorizations, air transport quantity limitations, and vessel stowage requirements. Additionally, PHMSA is amending the HMR to allow for better alignment with Transport Canada's Transportation of Dangerous Goods Regulations. PHMSA is also withdrawing the unpublished 1 October 2020, Notice of Enforcement Policy Regarding International Standards on use of select updated international standards in complying with the HMR during the pendency of this rulemaking.DATES: Effective date: This rule is effective 25 August 2022. Voluntary compliance date: 1 January 2021. Delayed compliance date: 26 July 2023. Incorporation by reference date: The incorporation by reference of certain publications listed in this rule is approved by the Director of the Federal Register on 25 August 2022. The incorporation by reference of certain other publications listed in this rule was approved by the Director of the Federal Register as of 11 May 2020.This final rule and the notice of proposed rulemaking notified as G/TBT/N/USA/1761 are identified by Docket Number PHMSA-2019-0030. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/PHMSA-2019-0030/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-07-27 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/modification/22_5097_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-07-27/html/2022-16071.htm https://www.govinfo.gov/content/pkg/FR-2022-07-27/pdf/2022-16071.pdf,"TITLE: Trade Regulation Rule Relating to Power Output Claims for Amplifiers Utilized in Home Entertainment ProductsAGENCY: Federal Trade CommissionACTION: Notice of proposed rulemakingSUMMARY: The Federal Trade Commission (""FTC"" or ""Commission"") seeks public comment on proposed amendments to the Trade Regulation Rule Relating to Power Output Claims for Amplifiers Utilized in Home Entertainment Products (""Amplifier Rule"" or ""Rule""). The proposal requires sellers making power-related claims to calculate power output using uniform testing methods to allow consumers to easily compare amplifier sound quality. Additionally, the Commission seeks comment on the normal usage of multichannel home theater amplifiers.DATES: Written comments must be received on or before 26 September 2022. Parties interested in an opportunity to present views orally should submit a request to do so as explained below, and such requests must be received on or before 26 September 2022.This notice of proposed rulemaking is identified by Docket Number FTC-2022-0048. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/FTC-2022-0048/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 26 September 2022. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.The advance notice of proposed rulemaking; request for public comment notified as G/TBT/N/USA/1679 is identified by Docket Number FTC-2020-0087. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/FTC-2020-0087/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-08-02 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/22_5101_00_e.pdf,Notice of proposed rulemaking - The Alcohol and Tobacco Tax and Trade Bureau (TTB) proposes to amend the regulations that set forth the standards of identity for distilled spirits to include “American single malt whisky” as a type of whisky that is a distinctive product of the United States. This proposal follows petitions and comments submitted by several distillers and the American Single Malt Whisky Commission. TTB invites comments on this proposed amendment to its regulations.,2022-08-02 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/22_5102_00_e.pdf,"Notice of proposed rulemaking - This proposed rule would implement a mandate in the FAA Reauthorization Act of 2018 by requiring that certain airplanes used to conduct domestic, flag, or supplemental passenger-carrying operations have an installed physical secondary barrier that protects the flightdeck from unauthorized intrusion when the flightdeck door is opened.",2022-08-02 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/22_5103_00_e.pdf,"Proposed rule - Pursuant to the U.S. Environmental Protection Agency's Significant New Alternatives Policy program, this action proposes to list certain substances as acceptable subject to use conditions in the refrigeration and air conditioning sector for chillers--comfort cooling, residential dehumidifiers, non-residential dehumidifiers, residential and light commercial air conditioning and heat pumps, and a substance as acceptable subject to use conditions and narrowed used limits in very low temperature refrigeration. Through this action, EPA is proposing to incorporate by reference standards which establish requirements for electrical air conditioners, heat pumps, and dehumidifiers, laboratory equipment containing refrigerant, safe use of flammable refrigerants, and safe design, construction, installation, and operation of refrigeration systems. Additionally, this action proposes to list certain substances as acceptable subject to use conditions in the fire suppression sector for certain streaming and total flooding uses. Finally, EPA requests advance comment on potential approaches to SNAP listing decisions for very short-lived substances that have ozone depletion potentials similar to those of ozone- depleting substances scheduled to be phased out.>_x000D_",2022-08-02 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/22_5099_00_e.pdf,"TITLE: Notice of Availability and Request for Comment: Revision to the Voluntary Standard for Bassinets and CradlesAGENCY: Consumer Product Safety CommissionACTION: Notice of availability and request for commentSUMMARY: The U.S. Consumer Product Safety Commission's (Commission or CPSC) mandatory rule, Safety Standard for Bassinets and Cradles, incorporates by reference ASTM F2194-13, Standard Consumer Safety Specification for Bassinets and Cradles, with modifications. ASTM revised F2194-13 several times between 2013 and 2022, but did not notify the Commission of those revisions. ASTM has again revised the voluntary standard for bassinets and cradles, publishing ASTM F2194- 22[egr]1, and the Commission has received notice of this revision. CPSC seeks comment on whether ASTM F2194-22[egr]1 improves the safety of the consumer product covered by the standard.DATES: Comments must be received by 11 August 2022.This notice of availability; request for comment and previous actions notified under the symbol G/TBT/N/USA/538 are identified by Docket Number CPSC-2010-0028. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/CPSC-2010-0028/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 11 August 2022. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.",2022-08-02 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_5104_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-07-28/html/2022-16083.htm https://www.govinfo.gov/content/pkg/FR-2022-07-28/pdf/2022-16083.pdf,"TITLE: Airworthiness Directives; Various Transport AirplanesAGENCY: Federal Aviation Administration (FAA), DOTACTION: Final rule; request for commentsSUMMARY: The FAA is superseding Airworthiness Directive (AD) 2019-20- 03, which applied to various transport airplanes. AD 2019-20-03 required modification of certain universal serial bus (USB) receptacles located in the flight deck. Since the FAA issued AD 2019-20-03, it has been determined that additional airplanes are affected by the unsafe condition. This AD continues to require the modification and expands the applicability, as specified in a European Union Aviation Safety Agency (EASA) AD, which is incorporated by reference. This AD also prohibits the installation of affected parts. The FAA is issuing this AD to address the unsafe condition on these products.DATES: This AD is effective 12 August 2022. The Director of the Federal Register approved the incorporation by reference of a certain publication listed in this AD as of 12 August 2022. The FAA must receive comments on this AD by 12 September 2022.This final rule; request for comments is identified by Docket Number FAA-2022-0883. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FAA-2022-0883/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 12 September 2022. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.A final rule notified as G/TBT/N/USA/1548 is identified by Docket Number FAA-2019-0444. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FAA-2019-0444/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-08-02 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_5100_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-07-28/html/2022-16031.htm https://www.govinfo.gov/content/pkg/FR-2022-07-28/pdf/2022-16031.pdf,"TITLE: Improvements for Heavy-Duty Engine and Vehicle Test ProceduresAGENCY: Environmental Protection Agency (EPA)ACTION: Final ruleSUMMARY: This final rule includes corrections, clarifications, additional flexibilities, and adjustment factors to improve the Greenhouse gas Emissions Model (GEM) compliance tool for heavy-duty vehicles while more closely matching the outputs produced by the original GEM version 3.0 that was used to establish the CO2 standards for Model Years 2021 and later in the 2016 Heavy-duty Phase 2 final rule. Given the nature of this rule, there will be neither significant environmental impacts nor significant economic impacts.DATES: This final rule is effective on 29 August 2022. The incorporation by reference of certain publications listed in this regulation is approved by the Director of the Federal Register as of 29 August 2022.This final rule and previous actions notified under the symbol G/TBT/N/USA/1620 are identified by Docket Number EPA-HQ-OAR-2019-0307. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EPA-HQ-OAR-2019-0307/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-08-02 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/22_5194_00_e.pdf,"Proposed rule - Proposed rule - Revises provisions related to testing for intoxication, including for devices used for this purpose. Nevada Administrative Code (NAC) 484C concerns the administration of lists of approved preliminary breath-testing (PBT) devices, evidential breath-testing devices and devices which prevent an intoxicated person from starting a vehicle (ignition interlocks).",2022-08-05 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/22_5195_00_e.pdf,"TITLE: Notice of Availability and Request for Comment: Revision to the Voluntary Standard for Gates and EnclosuresAGENCY: Consumer Product Safety CommissionACTION: Notice of availability and request for commentSUMMARY: The U.S. Consumer Product Safety Commission's (Commission or CPSC) mandatory rule, Safety Standard for Gates and Enclosures, incorporates by reference ASTM F1004-21, Standard Consumer Safety Specification for Expansion Gates and Expandable Enclosures. The Commission has received notice of a revision to this incorporated voluntary standard. CPSC seeks comment on whether the revision improves the safety of the consumer products covered by the standard.DATES: Comments must be received by 18 August 2022.This notice of availability; request for comment and previous actions notified under the symbol G/TBT/N/USA/1504 are identified by Docket Number CPSC-2019-0014. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/CPSC-2019-0014/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 18 August 2022. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.",2022-08-05 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_5222_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-08-05/html/2022-16781.htm https://www.govinfo.gov/content/pkg/FR-2022-08-05/pdf/2022-16781.pdf,"TITLE: National Standards for Traffic Control Devices; the Manual on Uniform Traffic Control Devices for Streets and Highways; RevisionAGENCY: Federal Highway Administration (FHWA), U.S. Department of Transportation (DOT)ACTION: Final ruleSUMMARY: The purpose of this final rule is to update the Manual on Uniform Traffic Control Devices (MUTCD) to provide standards, guidance, options, and supporting information relating to maintaining minimum levels of retroreflectivity for pavement markings. The MUTCD is incorporated in FHWA regulations and recognized as the national standard for traffic control devices used on all streets, highways, bikeways, and private roads open to public travel.DATES: Effective on 6 September 2022. The incorporation by reference of certain publications listed in the rule is approved by the Director of the Federal Register as of 6 September 2022.This final rule and previous actions notified under the symbol G/TBT/N/USA/1678 are identified by Docket Number FHWA-2020-0001. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FHWA-2020-0001/document and provides access to primary and supporting documents as well as comments received. Relevant information is also posted to another Docket on Regulations.gov at https://www.regulations.gov/docket/FHWA-2009-0139/document. Documents are also accessible from Regulations.gov by searching the Docket Number and/or keywords.",2022-08-08 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/22_5386_00_e.pdf,Proposed rule - The United States Department of Agriculture's (USDA) Agricultural Marketing Service (AMS) proposes to amend the organic livestock and poultry production requirements by adding new provisions for livestock handling and transport for slaughter and avian living conditions; and expanding and clarifying existing requirements covering livestock care and production practices and mammalian living conditions.,2022-08-10 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_5439_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-08-10/html/2022-17060.htm https://www.govinfo.gov/content/pkg/FR-2022-08-10/pdf/2022-17060.pdf,TITLE: National Emission Standards for Hazardous Air Pollutants for Reciprocating Internal Combustion Engines; New Source Performance Standards for Stationary Internal Combustion Engines; Court VacaturAGENCY: Environmental Protection Agency (EPA)ACTION: Final ruleSUMMARY: The Environmental Protection Agency (EPA) is amending the Code of Federal Regulations (CFR) to reflect a 2015 court decision regarding the National Emission Standards for Hazardous Air Pollutants (NESHAP) for Stationary Reciprocating Internal Combustion Engines (RICE) and the New Source Performance Standards (NSPS) for Stationary Internal Combustion Engines (ICE). The court vacated provisions in the regulations specifying that emergency engines could operate for emergency demand response or during periods where there is a deviation of voltage or frequency. This ministerial rule revises the RICE NESHAP and ICE NSPS to conform to the court's decision.DATES: This final rule is effective on 10 August 2022.This final rule and previous actions notified under the symbol G/TBT/N/USA/758 are identified by Docket Number EPA-HQ-OAR-2008-0708. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EPA-HQ-OAR-2008-0708/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.,2022-08-11 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_5582_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-08-12/html/2022-17374.htm https://www.govinfo.gov/content/pkg/FR-2022-08-12/pdf/2022-17374.pdf,"TITLE: Unlicensed White Space DevicesAGENCY: Federal Communications CommissionACTION: Final rule; announcement of effective dateSUMMARY: The Federal Communications Commission (Commission) announces that the Office of Management and Budget (OMB) has approved, for a period of three years, the new information collection associated with the Commission's Amendment of Part 15 of the Commission's Rules for Unlicensed White Space Devices Report and Order and Order on Reconsideration. This document is consistent with the Order, which stated that the Commission would publish a document in the Federal Register announcing OMB approval and the effective date of the rules related to the information collection.DATES: The amendment to 47 CFR 95.2309, published at 84 FR 34792, 19 July 2019, is effective 12 August 2022.This final rule; announcement of effective date is identified by Docket Numbers 16-56, 14-165, FCC 19-24. Filings and Proceedings for this FCC action are accessible from the FCC's Electronic Comment Filing System (ECFS) at https://www.fcc.gov/ecfs/search/search-filings/results?q=(proceedings.name:(%2216-56%22)) and at https://www.fcc.gov/ecfs/search/search-filings/results?q=(proceedings.name:(%2214-165%22))",2022-08-15 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/22_5576_00_e.pdf,"TITLE: Energy Conservation Program: Energy Conservation Standards for Commercial and Industrial PumpsAGENCY: Office of Energy Efficiency and Renewable Energy, Department of EnergyACTION: Notification of data availability (""NODA"")SUMMARY: On 9 August 2021, the U.S. Department of Energy (""DOE"") published a request for information regarding energy conservation standards for commercial and industrial pumps (""pumps""). In this notice of data availability (""NODA""), DOE is publishing an overview of potential technology/design options and associated estimated national energy savings with preliminary industry net present value estimates for certain pump equipment classes in order to provide stakeholders with additional information and to assist DOE in determining how to proceed with the rulemaking. The analysis presented in this NODA is consistent with the scope that DOE proposed in a test procedure notice of proposed rulemaking for commercial and industrial pumps published on 11 April 2022. DOE requests comments, data, and information regarding its analysis.DATES: Written comments and information will be accepted on or before, 26 September 2022.This notification of data availability, a request for information notified as G/TBT/N/USA/981/Add.2 and an extension of comment period notified as G/TBT/N/USA/981/Add.3 are identified by Docket Number EERE-2021-BT-STD-0018. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EERE-2021-BT-STD-0018/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 26 September 2022. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.Previous actions notified under the symbol G/TBT/N/USA/981 are identified by Docket Number EERE-2011-BT-STD-0031. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EERE-2011-BT-STD-0031/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-08-15 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_5652_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-08-16/html/2022-16951.htm https://www.govinfo.gov/content/pkg/FR-2022-08-16/pdf/2022-16951.pdf,"TITLE: Energy Conservation Program: Test Procedure for Ceiling FansAGENCY: Office of Energy Efficiency and Renewable Energy, Department of EnergyACTION: Final ruleSUMMARY: The U.S. Department of Energy (""DOE"") is amending the test procedures for ceiling fans to include a definition for ""circulating air"" for the purpose of the ceiling fan definition; include ceiling fans greater than 24 feet within the scope of the test procedure; include certain belt-driven ceiling fans within the scope of the test procedure; specify that certain very small-diameter ceiling fans are not required to be tested; maintain applicability of the standby power test procedure to large-diameter ceiling fans; specify instructions for testing ceiling fans with certain accessories or features; clarify test voltage for large-diameter ceiling fans; amend the low speed definition and increase low speed tolerance for stability criteria; permit an alternate set-up to collect air velocity test data and provide greater specificity regarding sensor orientation; amend the blade thickness measurement requirement; update instrument measurement resolution, represented values, rounding instructions, and enforcement provisions; and codify current guidance on calculating several values reported on the EnergyGuide label. DOE is also updating references to an industry test standard to reference the latest version.DATES: The effective date of this rule is 15 September 2022. The final rule changes will be mandatory for product testing starting 13 February 2023. The incorporation by reference of certain material listed in this rule is approved by the Director of the Federal Register as of 15 September 2022. The incorporation by reference of certain other material listed in this rule was approved by the Director of the Federal Register as of 24 August 2016 and 27 May 2021._x000D_ This final rule and previous actions notified under the symbol G/TBT/N/USA/931 are identified by Docket Number EERE-2013-BT-TP-0050. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EERE-2013-BT-TP-0050/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-08-17 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/22_5653_00_e.pdf,"TITLE: Hazardous Materials: Harmonization With International Standards; CorrectionAGENCY: Pipeline and Hazardous Materials Safety Administration (PHMSA), Department of Transportation (DOT)ACTION: Final rule; correctionSUMMARY: The Pipeline and Hazardous Materials Safety Administration is correcting a final rule that was published in the Federal Register on 26 July 2022. The final rule was published to maintain alignment with international regulations and standards by adopting various amendments, including changes to proper shipping names, hazard classes, packing groups, special provisions, packaging authorizations, air transport quantity limitations, and vessel stowage requirements.https://www.govinfo.gov/content/pkg/FR-2022-08-16/html/2022-17525.htmhttps://www.govinfo.gov/content/pkg/FR-2022-08-16/pdf/2022-17525.pdf_x000D_ DATES: This correction is effective 25 August 2022.This final rule; correction and previous actions notified under the symbol G/TBT/N/USA/1761 are identified by Docket Number PHMSA-2019-0030. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/PHMSA-2019-0030/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-08-18 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_5732_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-08-19/html/2022-17707.htm https://www.govinfo.gov/content/pkg/FR-2022-08-19/pdf/2022-17707.pdf,"TITLE: Safety Standard for Sling CarriersAGENCY: Consumer Product Safety CommissionACTION: Direct final ruleSUMMARY: In January 2017, the U.S. Consumer Product Safety Commission (CPSC) published a consumer product safety standard for sling carriers under section 104 of the Consumer Product Safety Improvement Act of 2008 (CPSIA). The standard incorporated by reference the 2015 ASTM voluntary standard for sling carriers that was in effect at the time and supplemented it with an additional requirement for warning label attachment. The CPSIA sets forth a process for updating mandatory standards for durable infant or toddler products that are based on a voluntary standard when the voluntary standards organization revises the standard. Consistent with the CPSIA's update process, the Commission issued a direct final rule in April 2020, that revised the incorporation by reference for the mandatory standard for sling carriers to reflect ASTM's revised 2019 voluntary standard, while retaining the additional requirement for warning label attachment. In November 2021, ASTM approved a revision to the voluntary standard for sling carriers, ASTM F2907-21. However, ASTM delayed notification to the CPSC until a revised version of the standard was published in April 2022, , ASTM F2907-22. On 3 June 2022, through publication in the Federal Register, the Commission provided notice of the availability of the revised standard and sought comments on the effect of the revisions on the safety of the standard for sling carriers. No comments were received. Consistent with the CPSIA's update process, this direct final rule again updates the mandatory standard for sling carriers to incorporate by reference ASTM's 2022 version of the voluntary standard, while retaining the additional requirement for warning label attachment.DATES: The rule is effective on 19 November 2022, unless CPSC receives a significant adverse comment by 19 September 2022. If CPSC receives such a comment, it will publish a notice in the Federal Register, withdrawing this direct final rule before its effective date. The incorporation by reference of the publication listed in this rule is approved by the Director of the Federal Register as of 19 November 2022.This direct final rule and previous actions notified under the symbol G/TBT/N/USA/915 is identified by Docket Number CPSC-2014-0018. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/CPSC-2014-0018/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 17 September 2022. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with the regulator and will also be submitted to the Docket on Regulations.gov if received within the comment period.",2022-08-23 00:00:00+00:00,1
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_5729_00_e.pdf https://members.wto.org/crnattachments/2022/TBT/USA/22_5729_01_e.pdf https://www.govinfo.gov/content/pkg/FR-2020-03-18/html/2020-05223.htm https://www.govinfo.gov/content/pkg/FR-2020-03-18/pdf/2020-05223.pdf,"TITLE: Tobacco Products; Required Warnings for Cigarette Packages and Advertisements; Delayed Effective DateAGENCY: Food and Drug Administration, HHSACTION: Final rule; delay of effective dateSUMMARY: As required by an order issued by the U.S. District Court for the Eastern District of Texas, this action delays the effective date of the final rule (""Tobacco Products; Required Warnings for Cigarette Packages and Advertisements''), which published on 18 March 2020. The new effective date is 6 October 2023.DATES: The effective date of the rule amending 21 CFR part 1141 published at 85 FR 15638, 18 March 2020, and delayed at 85 FR 32293, 29 May 2020; 86 FR 3793, 15 January 2021; 86 FR 36509, 12 July 2021; 86 FR 50855, 13 September 2021; 86 FR 70052, 9 December 2021; 87 FR 11295, 1 March 2022; and 87 FR 32990, 1 June 2022, is further delayed until 6 October 2023. _x000D_ This final rule; delay of effective date and previous actions notified under the symbol G/TBT/N/USA/1519 are identified by Docket Number FDA-2019-N-3065. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FDA-2019-N-3065/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-08-23 00:00:00+00:00,0
https://members.wto.org/crnattachments/2022/TBT/USA/final_measure/22_5734_00_e.pdf https://www.govinfo.gov/content/pkg/FR-2022-08-22/html/2022-15725.htm https://www.govinfo.gov/content/pkg/FR-2022-08-22/pdf/2022-15725.pdf,"TITLE: Energy Conservation Program: Test Procedure for Cooking ProductsAGENCY: Office of Energy Efficiency and Renewable Energy, Department of EnergyACTION: Final rule; technical correctionSUMMARY: The U.S. Department of Energy (""DOE"") is establishing a test procedure for a category of cooking products, i.e., conventional cooking tops, under a new appendix. The new test procedure adopts the latest version of the relevant industry standard for electric cooking tops with modifications. The modifications adapt the test method to gas cooking tops, normalize the energy use of each test cycle, include measurement of standby mode and off mode energy use, update certain test conditions, and clarify certain provisions. This final rule retitles the existing cooking products test procedure to specify that it is for microwave ovens only. This final rule also corrects the Code of Federal Regulations (CFR) following an incorrect amendatory instruction in a June 2022 final rule (notified as USA/903/Rev.1/Add.2, “Energy Conservation Program: Test Procedures for Residential and Commercial Clothes Washers”, identified by Docket ID EERE-2016-BT-TP-0011DATES: The effective date of this rule is 21 September 2022. The final rule changes will be mandatory for representations of energy use or energy efficiency of a conventional cooking top on or after 20 February 2023. The incorporation by reference of certain publications listed in this rule is approved by the Director of the Federal Register on 21 September 2022.This final rule; technical corrections and previous actions notified under the symbol G/TBT/N/USA/1799 are identified by Docket Number EERE-2021-BT-TP-0023. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EERE-2021-BT-TP-0023/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2022-08-23 00:00:00+00:00,0
